iter	Logloss
116	0.3526169415
117	0.3524613454
118	0.3523361109
119	0.3521889405
120	0.3520454475
121	0.3519108513
122	0.3517708205
123	0.3516808293
124	0.3515359589
125	0.3514126245
126	0.3513086333
127	0.3512109971
128	0.3510829985
129	0.3509380154
130	0.3508599094
131	0.350733505
132	0.3506253843
133	0.3505556777
134	0.3504466704
135	0.3503161871
136	0.3501969412
137	0.3500293576
138	0.3498332267
139	0.349671996
140	0.3495688301
141	0.3494376127
142	0.3493541519
143	0.3491707936
144	0.3489820932
145	0.3488474503
146	0.3487440582
147	0.3486116107
148	0.3485267577
149	0.3484009384
150	0.3482701784
151	0.3481267584
152	0.3479965487
153	0.3478436358
154	0.3477747578
155	0.3476860463
156	0.3475619244
157	0.3474730234
158	0.3474071002
159	0.3472498758
160	0.3471827251
161	0.3471165287
162	0.3469749994
163	0.3468583747
164	0.3467549213
165	0.3466764998
166	0.3465484138
167	0.3464526812
168	0.3463643948
169	0.3463147768
170	0.3462445356
171	0.3461062098
172	0.3460226749
173	0.3459347773
174	0.3458675427
175	0.3456796119
176	0.3455768922
177	0.3454821792
178	0.3454077844
179	0.3453071283
180	0.3451234614
181	0.3450422183
182	0.3449282555
183	0.3448456277
184	0.3447792932
185	0.3447277572
186	0.3446367904
187	0.3445332713
188	0.3444287532
189	0.3443549099
190	0.3442622733
191	0.3441968692
192	0.344120627
193	0.3440507592
194	0.3439527672
195	0.3438784999
196	0.3438172559
197	0.3437152019
198	0.3436333699
199	0.3435634517
200	0.3434886417
201	0.3434077163
202	0.3433607511
203	0.3432911662
204	0.3432303115
205	0.3431586519
206	0.3430671204
207	0.3429370202
208	0.3428746353
209	0.3427980701
210	0.3427136723
211	0.342626119
212	0.3425188492
213	0.342452635
214	0.3423911348
215	0.3422945804
216	0.3422140781
217	0.3421294872
218	0.3420770485
219	0.3419620103
220	0.341899305
221	0.3418273986
222	0.3417501014
223	0.341659339
224	0.3415765727
225	0.3414889524
226	0.3414205898
227	0.3413179394
228	0.3412585682
229	0.3411761399
230	0.3410969976
231	0.3410105019
232	0.3409047329
233	0.3408158949
234	0.340755261
235	0.3406973112
236	0.340618073
237	0.340534178
238	0.3404689462
239	0.3403958593
240	0.3403273525
241	0.3402330024
242	0.3401434924
243	0.340070469
244	0.3399974223
245	0.3399357741
246	0.3398323739
247	0.3396995369
248	0.3396056933
249	0.3395319055
250	0.3394417715
251	0.3393841322
252	0.3392932913
253	0.3392432482
254	0.3391513447
255	0.3390871071
256	0.3390127547
257	0.3389388813
258	0.338879173
259	0.3387877773
260	0.3387154054
261	0.3386229056
262	0.3385540015
263	0.3384997701
264	0.3384602773
265	0.3383728665
266	0.3382944479
267	0.3382224425
268	0.3381448889
269	0.3380633374
270	0.3379919567
271	0.3379274329
272	0.3378483157
273	0.3377308415
274	0.3376653733
275	0.3376094743
276	0.3375523086
277	0.3374389508
278	0.3373774952
279	0.3372755748
280	0.3371948678
281	0.3371082652
282	0.3370041222
283	0.3369560736
284	0.3368565292
285	0.3367752585
286	0.3367155009
287	0.336657086
288	0.3365955577
289	0.3365264148
290	0.3364564403
291	0.3363979291
292	0.3363108562
293	0.3362165374
294	0.3361287414
295	0.3360636126
296	0.3359739339
297	0.3359024531
298	0.3358385433
299	0.3357447236
300	0.335685177
301	0.335590463
302	0.3355160321
303	0.3354426152
304	0.335384679
305	0.3353266735
306	0.3352577614
307	0.3351611474
308	0.3350938911
309	0.3350405646
310	0.3349567869
311	0.3348872225
312	0.3348082231
313	0.334744988
314	0.334655527
315	0.3345907525
316	0.3344848139
317	0.3343959762
318	0.3342911196
319	0.334230444
320	0.3341638766
321	0.3340662151
322	0.3340071189
323	0.3339389841
324	0.3338735637
325	0.3337929125
326	0.3337190702
327	0.3336416173
328	0.3336023664
329	0.333514212
330	0.3334537157
331	0.3333787122
332	0.3333150349
333	0.3332278796
334	0.3331653116
335	0.3331125712
336	0.3329867137
337	0.3328778359
338	0.3328192438
339	0.3327494337
340	0.3326758919
341	0.332572004
342	0.3324910587
343	0.3323959487
344	0.3323234503
345	0.3322568008
346	0.3322104377
347	0.3321551155
348	0.3321011699
349	0.3320572316
350	0.3320003941
351	0.3318956787
352	0.331828109
353	0.3317485793
354	0.331696987
355	0.3315896474
356	0.3315277292
357	0.3314639781
358	0.3313877176
359	0.3313325493
360	0.3312420553
361	0.3311660873
362	0.3310857452
363	0.3310019092
364	0.3309399672
365	0.3308848022
366	0.330821329
367	0.3307414665
368	0.3306706805
369	0.3306048539
370	0.330524302
371	0.3304382216
372	0.3303488407
373	0.3302854487
374	0.3302095307
375	0.33013355
376	0.3300710291
377	0.3299764593
378	0.3298933655
379	0.3298350986
380	0.3297787855
381	0.3297220398
382	0.3296657287
383	0.3295719755
384	0.3294953787
385	0.3294099229
386	0.3293206594
387	0.3292473921
388	0.3291753526
389	0.3291082118
390	0.3290574013
391	0.3290076038
392	0.328948183
393	0.3288956393
394	0.3288373246
395	0.3287821262
396	0.3287208944
397	0.3286552508
398	0.328597203
399	0.3285457641
400	0.3284626997
401	0.3283956107
402	0.3283493221
403	0.3282838711
404	0.3282095355
405	0.3281461613
406	0.3280770578
407	0.3280160553
408	0.3279543269
409	0.327900974
410	0.3278515333
411	0.327796306
412	0.327738358
413	0.3276682353
414	0.3275994643
415	0.3275419411
416	0.327488469
417	0.3274371897
418	0.3273662388
419	0.3273273648
420	0.3272702981
421	0.3272235388
422	0.327163308
423	0.3271071933
424	0.3270357941
425	0.3269976798
426	0.326939551
427	0.3268714816
428	0.3268177104
429	0.3267606535
430	0.326702963
431	0.3266517053
432	0.3265958938
433	0.3265125755
434	0.3264404867
435	0.3263806578
436	0.3263005292
437	0.3262268528
438	0.326173554
439	0.3261079434
440	0.3260133851
441	0.3259556473
442	0.3258732715
443	0.325822786
444	0.3257817665
445	0.3257245971
446	0.3256685176
447	0.3255817179
448	0.3255287067
449	0.3254488101
450	0.3253971307
451	0.3253328346
452	0.3252729924
453	0.3252198313
454	0.325166202
455	0.3251104578
456	0.3250614357
457	0.3250080239
458	0.3249460669
459	0.3248800937
460	0.3248203602
461	0.3247492432
462	0.3246853869
463	0.3246383889
464	0.3245989469
465	0.3245401374
466	0.3244695966
467	0.3244172776
468	0.3243774674
469	0.3243297744
470	0.3242635871
471	0.3242158461
472	0.3241572106
473	0.3240927906
474	0.3240158166
475	0.3239528152
476	0.3239259771
477	0.3238817657
478	0.3238317291
479	0.3237856602
480	0.3237131223
481	0.3236591593
482	0.3235871997
483	0.3235338704
484	0.3234513233
485	0.3233841797
486	0.323332358
487	0.3232713784
488	0.3232218899
489	0.3231678146
490	0.3231369002
491	0.3230754775
492	0.3230156875
493	0.3229666398
494	0.3229185708
495	0.3228565086
496	0.3228022549
497	0.3227452984
498	0.3227041112
499	0.3226523065
500	0.322599983
501	0.322551151
502	0.3224759321
503	0.3224260925
504	0.3223676885
505	0.3223172467
506	0.3222611905
507	0.3222022069
508	0.3221597443
509	0.3220937231
510	0.3220460874
511	0.321998623
512	0.3219357555
513	0.321886273
514	0.3218415788
515	0.321784969
516	0.3217382752
517	0.3216902905
518	0.3216458222
519	0.3215955663
520	0.3215432683
521	0.3215140758
522	0.3214552552
523	0.3214020774
524	0.3213458619
525	0.3212890946
526	0.3212219253
527	0.3211761554
528	0.3211217731
529	0.3210685615
530	0.3210058515
531	0.3209606846
532	0.3209032213
533	0.3208439505
534	0.3207707049
535	0.320715267
536	0.3206733642
537	0.3206263617
538	0.3205653179
539	0.3205047493
540	0.320451558
541	0.3204024377
542	0.3203399972
543	0.320306248
544	0.3202453648
545	0.3201757369
546	0.3201254389
547	0.3200992014
548	0.3200364629
549	0.319996364
550	0.3199399475
551	0.3198856728
552	0.3198198135
553	0.3197798938
554	0.3197208635
555	0.3196819631
556	0.319628043
557	0.3195813806
558	0.3195151262
559	0.3194705072
560	0.3194138141
561	0.3193687573
562	0.3193054407
563	0.3192461058
564	0.3191811486
565	0.3191475694
566	0.3190901469
567	0.3190077321
568	0.3189232898
569	0.3188593977
570	0.3188057959
571	0.3187415982
572	0.318688763
573	0.3186458399
574	0.3185972998
575	0.3185630753
576	0.3185015211
577	0.3184610862
578	0.3184049727
579	0.3183657335
580	0.3183209633
581	0.3182641197
582	0.3182227683
583	0.3181871454
584	0.3181452153
585	0.3181044494
586	0.318060509
587	0.3180329828
588	0.317975522
589	0.3179260496
590	0.3178698798
591	0.3178268771
592	0.317765386
593	0.31771158
594	0.3176439838
595	0.3175924271
596	0.3175473597
597	0.3175089984
598	0.3174384161
599	0.3174002267
600	0.3173413432
601	0.3172736231
602	0.3172447176
603	0.3171964268
604	0.3171360839
605	0.3171163517
606	0.3170588421
607	0.3169957954
608	0.3169480884
609	0.3168884512
610	0.3168313491
611	0.3167819143
612	0.3167271877
613	0.3166865305
614	0.3166409284
615	0.3165960758
616	0.3165343866
617	0.3164928778
618	0.3164400565
619	0.3163927117
620	0.3163540948
621	0.3163082168
622	0.3162507793
623	0.3162055584
624	0.31617239
625	0.3161465371
626	0.316118134
627	0.3160637332
628	0.3160016386
629	0.3159390055
630	0.3158703538
631	0.3158174075
632	0.3157561846
633	0.3157051761
634	0.3156502108
635	0.3156093138
636	0.3155513132
637	0.3154742762
638	0.3154262373
639	0.3153901407
640	0.3153345483
641	0.3152812887
642	0.3151996598
643	0.315164531
644	0.3151120829
645	0.3150563621
646	0.3150132062
647	0.3149671531
648	0.314940247
649	0.314907803
650	0.3148534471
651	0.3148125905
652	0.3147817848
653	0.3147334611
654	0.3146879028
655	0.314635169
656	0.3146109715
657	0.3145651613
658	0.3145277893
659	0.3144913614
660	0.314427234
661	0.3143678391
662	0.3143205741
663	0.3142786539
664	0.3142381808
665	0.3141827464
666	0.3141390138
667	0.3140900908
668	0.314042226
669	0.3139977886
670	0.3139571889
671	0.313913084
672	0.3138620142
673	0.3138314316
674	0.3137886628
675	0.3137749178
676	0.3137287373
677	0.3136702397
678	0.313625322
679	0.3135692342
680	0.3135292793
681	0.3134888218
682	0.3134613029
683	0.3134059608
684	0.3133747698
685	0.3133282466
686	0.3132888049
687	0.3132418753
688	0.3131929968
689	0.313147895
690	0.3130985064
691	0.3130455862
692	0.3130098464
693	0.3129691558
694	0.3129159351
695	0.3128631867
696	0.3128186098
697	0.3127669024
698	0.3127321821
699	0.3127019461
700	0.3126602847
701	0.3126095812
702	0.3125588022
703	0.3125396409
704	0.3124917746
705	0.3124346156
706	0.312388757
707	0.3123407839
708	0.312298113
709	0.3122604902
710	0.3122219651
711	0.3121727516
712	0.3121212708
713	0.3120751252
714	0.3120415995
715	0.3119921533
716	0.3119547084
717	0.3119215695
718	0.3118745711
719	0.3118384289
720	0.3117839549
721	0.3117532183
722	0.3117241466
723	0.3116901255
724	0.3116306913
725	0.3115754566
726	0.3115345304
727	0.3115055662
728	0.3114511739
729	0.3114297672
730	0.3113855483
731	0.3113482409
732	0.3112980084
733	0.3112424818
734	0.3112081457
735	0.3111587724
736	0.3111148736
737	0.3110735767
738	0.3110396216
739	0.3109910814
740	0.3109360154
741	0.3108854553
742	0.3108412104
743	0.3108303209
744	0.3107863159
745	0.310746353
746	0.3107107182
747	0.310664934
748	0.3106270183
749	0.3105931103
750	0.3105692719
751	0.3105216056
752	0.310492587
753	0.3104560993
754	0.3104204577
755	0.3103816946
756	0.3103484636
757	0.3103155257
758	0.3102734461
759	0.3102331917
760	0.3101875344
761	0.310143696
762	0.3100871486
763	0.3100502438
764	0.3100142243
765	0.3099958028
766	0.3099656225
767	0.3099269682
768	0.3098986894
769	0.3098555895
770	0.3098253721
771	0.3097880827
772	0.3097491118
773	0.309708479
774	0.3096653546
775	0.3096113212
776	0.3095666774
777	0.3095348238
778	0.3094990753
779	0.3094575901
780	0.3094104265
781	0.3093850731
782	0.3093353092
783	0.3092853698
784	0.3092394239
785	0.3091932144
786	0.3091448708
787	0.3090970506
788	0.3090503658
789	0.3090055803
790	0.3089633311
791	0.3089149185
792	0.3088710558
793	0.3088361885
794	0.308774145
795	0.3087357002
796	0.3086947975
797	0.3086632508
798	0.3086186087
799	0.3085856116
800	0.3085454553
801	0.3085048201
802	0.3084729536
803	0.3084343038
804	0.3083960995
805	0.3083417415
806	0.3082933504
807	0.3082609077
808	0.3082133636
809	0.3081863609
810	0.3081370957
811	0.3081072773
812	0.3080601323
813	0.3080189701
814	0.3079770546
815	0.3079306393
816	0.3079212517
817	0.3078996133
818	0.3078469494
819	0.3078074926
820	0.3077672644
821	0.3077167999
822	0.3076580853
823	0.3076227253
824	0.3075941221
825	0.3075466704
826	0.3075062945
827	0.3074680111
828	0.3074281112
829	0.3073814132
830	0.3073342288
831	0.3073158009
832	0.3072685546
833	0.307235316
834	0.3071770948
835	0.3071337535
836	0.3070732581
837	0.3070374438
838	0.307005969
839	0.3069636618
840	0.3069264411
841	0.3068853479
842	0.3068482004
843	0.3068054705
844	0.3067715625
845	0.3067211473
846	0.3066937388
847	0.3066524355
848	0.3066113321
849	0.3065622935
850	0.3065462729
851	0.3064930526
852	0.3064468353
853	0.3064067174
854	0.3063577692
855	0.3063104781
856	0.3062786093
857	0.3062363291
858	0.3062142242
859	0.3061759643
860	0.3061269379
861	0.306092125
862	0.306038449
863	0.3060050235
864	0.3059638021
865	0.3059243729
866	0.3058902697
867	0.3058526955
868	0.3058082256
869	0.3057717771
870	0.3057388077
871	0.3056957203
872	0.30564485
873	0.3056049088
874	0.3055542496
875	0.3055095446
876	0.3054780165
877	0.3054525525
878	0.3054049006
879	0.3053868799
880	0.3053538664
881	0.3053198185
882	0.3052753729
883	0.3052326296
884	0.3052183768
885	0.3051647488
886	0.3051161467
887	0.3050664736
888	0.3050324956
889	0.3049955878
890	0.3049527162
891	0.30490661
892	0.3048769607
893	0.3048328605
894	0.3048057539
895	0.3047694675
896	0.304742582
897	0.304718551
898	0.3046936309
899	0.3046580789
900	0.3046239777
901	0.3045859016
902	0.3045439302
903	0.304508519
904	0.304446488
905	0.3044142168
906	0.3043657279
907	0.3043423655
908	0.3042990115
909	0.3042593699
910	0.3042241271
911	0.3041910153
912	0.3041465718
913	0.3041100098
914	0.3040672323
915	0.3040233657
916	0.3039858713
917	0.3039596909
918	0.3039319618
919	0.3038914626
920	0.3038379528
921	0.3037926732
922	0.3037468918
923	0.3037075235
924	0.303671761
925	0.3036274126
926	0.3035854539
927	0.303552711
928	0.3035088037
929	0.3035007001
930	0.3034619651
931	0.3034197473
932	0.3033885215
933	0.3033488779
934	0.3032959531
935	0.3032620577
936	0.3032127866
937	0.3031772408
938	0.3031390582
939	0.3031004726
940	0.3030656248
941	0.3030256208
942	0.3030018779
943	0.3029584426
944	0.3029126657
945	0.3028819228
946	0.3028433737
947	0.3028182352
948	0.3027757829
949	0.302723286
950	0.3026924266
951	0.3026535307
952	0.3026237831
953	0.3025795985
954	0.3025544988
955	0.3025144262
956	0.3024722543
957	0.3024462292
958	0.302414786
959	0.3023815373
960	0.3023410958
961	0.3023133433
962	0.3022935429
963	0.3022529283
964	0.3022196473
965	0.3021787376
966	0.3021495878
967	0.3020980516
968	0.3020687863
969	0.3020459892
970	0.3020194576
971	0.301995587
972	0.3019567094
973	0.3019218266
974	0.3018930988
975	0.3018605289
976	0.3018291008
977	0.3017979485
978	0.301774909
979	0.301744357
980	0.301704592
981	0.3016832589
982	0.3016423445
983	0.3016025288
984	0.3015675293
985	0.3015391131
986	0.3015064217
987	0.30145763
988	0.3014169518
989	0.3013883963
990	0.3013509676
991	0.301316288
992	0.3012898261
993	0.301254079
994	0.3012090975
995	0.3011740227
996	0.3011302256
997	0.3010866327
998	0.3010438969
999	0.3010053004
1000	0.300959648
1001	0.3009144135
1002	0.3008807586
1003	0.3008493991
1004	0.300816153
1005	0.3007786911
1006	0.3007591443
1007	0.3007180525
1008	0.3006846289
1009	0.3006513493
1010	0.3006082129
1011	0.3005605897
1012	0.3005209662
1013	0.3004889831
1014	0.3004543382
1015	0.3004173982
1016	0.3003759851
1017	0.3003418084
1018	0.3003069663
1019	0.3002777457
1020	0.3002487894
1021	0.3001994935
1022	0.3001595221
1023	0.3001264133
1024	0.3001027271
1025	0.3000777467
1026	0.300053642
1027	0.300018649
1028	0.2999943341
1029	0.2999553361
1030	0.2999181195
1031	0.2998828451
1032	0.2998584289
1033	0.2998244277
1034	0.2997985463
1035	0.2997531251
1036	0.299718541
1037	0.2996797682
1038	0.2996403513
1039	0.2996076849
1040	0.2995713695
1041	0.2995457817
1042	0.2995179575
1043	0.2994757986
1044	0.2994471216
1045	0.2994157596
1046	0.2993781499
1047	0.2993488953
1048	0.2993170444
1049	0.2992866382
1050	0.2992532347
1051	0.2992318225
1052	0.2991970417
1053	0.2991698327
1054	0.2991327363
1055	0.2990980898
1056	0.2990631996
1057	0.2990295756
1058	0.2990022467
1059	0.2989649601
1060	0.2989325459
1061	0.2988984501
1062	0.298866559
1063	0.298830622
1064	0.2987973703
1065	0.2987605988
1066	0.2987239562
1067	0.2986816368
1068	0.2986570976
1069	0.2986232522
1070	0.2985909569
1071	0.2985693783
1072	0.2985253902
1073	0.2984990222
1074	0.2984618619
1075	0.2984317685
1076	0.2984027414
1077	0.2983687342
1078	0.2983436841
1079	0.2983068588
1080	0.2982697757
1081	0.29821634
1082	0.2981909195
1083	0.2981604887
1084	0.2981228528
1085	0.2980927106
1086	0.2980549453
1087	0.2980114462
1088	0.2979763543
1089	0.2979356318
1090	0.2978976732
1091	0.2978763007
1092	0.2978360046
1093	0.2977935347
1094	0.2977601939
1095	0.2977265342
1096	0.2976922038
1097	0.2976600554
1098	0.2976169167
1099	0.2975940079
1100	0.2975664436
1101	0.2975245633
1102	0.2974884779
1103	0.2974518853
1104	0.297419938
1105	0.2973899014
1106	0.2973547138
1107	0.2973198102
1108	0.2972899628
1109	0.2972652219
1110	0.2972409306
1111	0.2972197533
1112	0.2971706114
1113	0.2971239766
1114	0.2970931525
1115	0.29705947
1116	0.2970291074
1117	0.2969902634
1118	0.2969517176
1119	0.2969197749
1120	0.296883334
1121	0.2968593299
1122	0.2968402916
1123	0.2968105226
1124	0.2967613244
1125	0.2967329837
1126	0.2966923664
1127	0.2966500566
1128	0.2966115657
1129	0.296571082
1130	0.2965333821
1131	0.2964935134
1132	0.2964728752
1133	0.2964381829
1134	0.2963926389
1135	0.2963726867
1136	0.2963389595
1137	0.2962958578
1138	0.2962551801
1139	0.296230326
1140	0.296197489
1141	0.2961693841
1142	0.2961379308
1143	0.2961101301
1144	0.2960805506
1145	0.2960507549
1146	0.2960230517
1147	0.2959948283
1148	0.2959530921
1149	0.2959223664
1150	0.2958918862
1151	0.2958721204
1152	0.2958325525
1153	0.2957982202
1154	0.2957726866
1155	0.2957365811
1156	0.2957051775
1157	0.2956656986
1158	0.2956199992
1159	0.2955771125
1160	0.2955444851
1161	0.2955054614
1162	0.2954631487
1163	0.2954256465
1164	0.2953728167
1165	0.2953475599
1166	0.2953224041
1167	0.2952908163
1168	0.2952557379
1169	0.2952234809
1170	0.2951897989
1171	0.2951623393
1172	0.2951252251
1173	0.2950932788
1174	0.295062087
1175	0.295039968
1176	0.295006427
1177	0.2949701045
1178	0.2949431739
1179	0.2949034838
1180	0.2948718969
1181	0.2948332338
1182	0.2948036081
1183	0.2947598546
1184	0.2947378725
1185	0.2946994578
1186	0.29466905
1187	0.2946322407
1188	0.2945976571
1189	0.294576142
1190	0.2945484777
1191	0.2945040679
1192	0.2944815829
1193	0.294450812
1194	0.2944222193
1195	0.2943966453
1196	0.2943719888
1197	0.2943446338
1198	0.2943199643
1199	0.2942862623
1200	0.2942523252
1201	0.2942144867
1202	0.294191952
1203	0.2941507864
1204	0.2941205257
1205	0.2940791191
1206	0.2940585741
1207	0.2940528276
1208	0.2940133883
1209	0.2939739822
1210	0.2939387892
1211	0.2939121383
1212	0.2938763133
1213	0.293832883
1214	0.2937911044
1215	0.2937733847
1216	0.2937411139
1217	0.2937071884
1218	0.293664878
1219	0.2936465177
1220	0.2936218354
1221	0.2935881755
1222	0.2935527625
1223	0.2935175278
1224	0.2934809436
1225	0.2934544829
1226	0.2934233089
1227	0.2933921139
1228	0.2933421332
1229	0.293319667
1230	0.293287428
1231	0.2932579583
1232	0.2932356334
1233	0.2931986175
1234	0.2931714196
1235	0.2931298672
1236	0.2930942212
1237	0.2930622879
1238	0.2930146749
1239	0.2929711704
1240	0.2929380022
1241	0.2928903414
1242	0.2928571591
1243	0.2928194197
1244	0.2927946531
1245	0.292771311
1246	0.2927250672
1247	0.2926994645
1248	0.2926654641
1249	0.2926422868
1250	0.2926136594
1251	0.2925706406
1252	0.292543035
1253	0.2925178376
1254	0.2925011123
1255	0.2924718576
1256	0.292434189
1257	0.292398697
1258	0.2923551502
1259	0.2923253158
1260	0.2922934321
1261	0.2922578086
1262	0.2922261484
1263	0.2922025907
1264	0.2921738323
1265	0.2921307698
1266	0.292117821
1267	0.2920830147
1268	0.2920476548
1269	0.2920089832
1270	0.2919791624
1271	0.2919481842
1272	0.2919136529
1273	0.2918871566
1274	0.2918596602
1275	0.2918294837
1276	0.2917943685
1277	0.291780217
1278	0.2917434351
1279	0.2917039513
1280	0.2916693832
1281	0.2916238567
1282	0.2915921488
1283	0.2915589074
1284	0.2915312168
1285	0.2914993324
1286	0.2914724413
1287	0.291448795
1288	0.2914162457
1289	0.2913822974
1290	0.2913444995
1291	0.291300596
1292	0.2912732852
1293	0.2912469008
1294	0.2912113638
1295	0.2911749488
1296	0.2911457358
1297	0.2911092959
1298	0.2910826372
1299	0.2910503934
1300	0.2910179909
1301	0.2909901584
1302	0.2909537808
1303	0.2909248085
1304	0.2908947533
1305	0.2908789291
1306	0.2908547681
1307	0.2908146566
1308	0.2907827643
1309	0.2907512044
1310	0.29071972
1311	0.2906834988
1312	0.2906519711
1313	0.2906351992
1314	0.2905956002
1315	0.2905695231
1316	0.2905359907
1317	0.2904984973
1318	0.2904793269
1319	0.2904577808
1320	0.2904300842
1321	0.2903973354
1322	0.2903806871
1323	0.2903535699
1324	0.2903243068
1325	0.2902883976
1326	0.2902589649
1327	0.290223859
1328	0.2901854129
1329	0.2901570532
1330	0.2901248296
1331	0.2900975044
1332	0.2900677041
1333	0.290020935
1334	0.2900096427
1335	0.2899676664
1336	0.2899222964
1337	0.2899051639
1338	0.2898668571
1339	0.289828237
1340	0.2897906208
1341	0.289763822
1342	0.2897354881
1343	0.2897016885
1344	0.2896706796
1345	0.2896442517
1346	0.2896141586
1347	0.2895827597
1348	0.2895562791
1349	0.2895226356
1350	0.2894977291
1351	0.2894759383
1352	0.2894565314
1353	0.2894316057
1354	0.2894020965
1355	0.2893723046
1356	0.289351336
1357	0.2893149721
1358	0.2892966524
1359	0.2892632088
1360	0.2892194874
1361	0.2891934711
1362	0.2891620761
1363	0.2891292708
1364	0.2891146687
1365	0.2890764965
1366	0.2890577887
1367	0.2890329549
1368	0.2890096612
1369	0.2889730297
1370	0.2889411901
1371	0.2889046779
1372	0.288874343
1373	0.2888449477
1374	0.2888139253
1375	0.2887818249
1376	0.2887587606
1377	0.2887294802
1378	0.2886946417
1379	0.2886826916
1380	0.2886335377
1381	0.2886143837
1382	0.2885959804
1383	0.2885610273
1384	0.2885270003
1385	0.2885020376
1386	0.2884763901
1387	0.2884493965
1388	0.2884167127
1389	0.288392296
1390	0.2883572957
1391	0.288330381
1392	0.2883090704
1393	0.2882659183
1394	0.2882343515
1395	0.288198168
1396	0.2881705311
1397	0.2881534029
1398	0.2881277372
1399	0.2881048823
1400	0.2880723786
1401	0.2880543722
1402	0.2880342486
1403	0.2880124944
1404	0.2879804619
1405	0.2879511638
1406	0.2879254837
1407	0.2879006971
1408	0.287881906
1409	0.2878453084
1410	0.2878161705
1411	0.2877845646
1412	0.2877535393
1413	0.2877222121
1414	0.2876973094
1415	0.287669209
1416	0.2876457865
1417	0.2876142921
1418	0.2875705473
1419	0.2875437138
1420	0.2875230507
1421	0.2874878741
1422	0.2874599675
1423	0.2874300866
1424	0.2874114083
1425	0.2873787591
1426	0.2873446555
1427	0.287306931
1428	0.2872731142
1429	0.2872327869
1430	0.287213488
1431	0.2871899723
1432	0.2871633628
1433	0.2871272577
1434	0.2870814498
1435	0.2870595471
1436	0.2870372677
1437	0.2870104036
1438	0.2869865478
1439	0.2869543454
1440	0.2869172737
1441	0.2868887769
1442	0.2868510943
1443	0.2868272912
1444	0.2868067557
1445	0.2867648204
1446	0.2867472318
1447	0.2867226995
1448	0.2866971572
1449	0.2866665341
1450	0.2866380497
1451	0.2866112144
1452	0.2866001303
1453	0.2865595256
1454	0.2865225041
1455	0.2864983221
1456	0.2864594285
1457	0.2864256436
1458	0.2863886462
1459	0.2863684358
1460	0.2863384609
1461	0.2863125026
1462	0.2862847166
1463	0.2862491285
1464	0.2862311389
1465	0.2861962809
1466	0.286154233
1467	0.2861265727
1468	0.2861012939
1469	0.2860625468
1470	0.286033233
1471	0.2860018215
1472	0.2859730912
1473	0.285943142
1474	0.2859148668
1475	0.2858816072
1476	0.2858422127
1477	0.2858230825
1478	0.2857989417
1479	0.2857688354
1480	0.2857451652
1481	0.2857295771
1482	0.2857007274
1483	0.2856703379
1484	0.2856441928
1485	0.2856074408
1486	0.285585067
1487	0.2855574041
1488	0.2855449943
1489	0.2855132788
1490	0.2854864122
1491	0.2854652323
1492	0.2854435945
1493	0.2854153934
1494	0.2853905168
1495	0.2853491413
1496	0.2853290484
1497	0.2853064769
1498	0.2852796058
1499	0.285239964
1500	0.2852105387
1501	0.2851838642
1502	0.2851403212
1503	0.2851176848
1504	0.2850849966
1505	0.2850432468
1506	0.2850069723
1507	0.2849773622
1508	0.284955786
1509	0.2849367038
1510	0.2849149006
1511	0.2848613173
1512	0.2848356468
1513	0.2848074656
