iter	Logloss
1514	0.2847788952
1515	0.2847544049
1516	0.2847186598
1517	0.2846939708
1518	0.2846606597
1519	0.2846320156
1520	0.2845934116
1521	0.2845644294
1522	0.284527153
1523	0.2844988675
1524	0.2844636126
1525	0.2844312992
1526	0.2843982144
1527	0.2843718775
1528	0.2843301808
1529	0.2842988675
1530	0.2842615801
1531	0.2842209765
1532	0.2841859986
1533	0.2841582095
1534	0.2841330568
1535	0.2841095922
1536	0.2840782169
1537	0.2840426821
1538	0.2840042093
1539	0.28397312
1540	0.283940326
1541	0.2839031002
1542	0.2838800775
1543	0.2838594046
1544	0.2838295249
1545	0.2837883448
1546	0.2837679823
1547	0.2837410518
1548	0.2837002497
1549	0.2836681025
1550	0.2836272761
1551	0.2836031412
1552	0.2835852102
1553	0.2835629998
1554	0.283540958
1555	0.283512518
1556	0.2834762326
1557	0.2834459848
1558	0.2834172179
1559	0.2833787272
1560	0.2833548333
1561	0.2833221942
1562	0.283294982
1563	0.283265141
1564	0.2832396237
1565	0.2832151664
1566	0.2831946344
1567	0.283168001
1568	0.2831319123
1569	0.2831086784
1570	0.2830661283
1571	0.2830307165
1572	0.2829879699
1573	0.2829622735
1574	0.2829394205
1575	0.2829172837
1576	0.2828878735
1577	0.2828486378
1578	0.2828095444
1579	0.2827981103
1580	0.2827779058
1581	0.2827516053
1582	0.2827248894
1583	0.2827062296
1584	0.2826841482
1585	0.2826513523
1586	0.2826236222
1587	0.2825931536
1588	0.2825680075
1589	0.282549224
1590	0.2825192384
1591	0.2824842755
1592	0.282460227
1593	0.2824303547
1594	0.2823956836
1595	0.2823626506
1596	0.2823318339
1597	0.2823024928
1598	0.2822767739
1599	0.2822533696
1600	0.2822206183
1601	0.2821808444
1602	0.2821481761
1603	0.2821162975
1604	0.2820796742
1605	0.2820476818
1606	0.282015491
1607	0.2819911594
1608	0.2819606945
1609	0.2819373996
1610	0.281910905
1611	0.2818893977
1612	0.28185185
1613	0.2818068299
1614	0.2817881027
1615	0.2817582552
1616	0.2817225681
1617	0.2816907251
1618	0.2816546594
1619	0.2816291412
1620	0.2815954311
1621	0.2815669005
1622	0.2815406101
1623	0.2815131608
1624	0.2814914637
1625	0.2814721302
1626	0.2814487329
1627	0.2814217619
1628	0.2813965811
1629	0.2813800362
1630	0.2813599247
1631	0.2813243368
1632	0.2812934993
1633	0.2812753068
1634	0.2812478045
1635	0.2812096682
1636	0.281177726
1637	0.2811438031
1638	0.2811191489
1639	0.2810870789
1640	0.2810525683
1641	0.2810206461
1642	0.2809836892
1643	0.2809646471
1644	0.2809352297
1645	0.2809198425
1646	0.2808933928
1647	0.2808638522
1648	0.280838238
1649	0.2808018562
1650	0.2807830508
1651	0.280750586
1652	0.2807164235
1653	0.2806837234
1654	0.2806598916
1655	0.2806319099
1656	0.2806076869
1657	0.2805867052
1658	0.2805598847
1659	0.2805310646
1660	0.2804912586
1661	0.2804602701
1662	0.2804376061
1663	0.2804150618
1664	0.2803797866
1665	0.2803466272
1666	0.2803228466
1667	0.2802934136
1668	0.2802633668
1669	0.2802253614
1670	0.2801924303
1671	0.2801658528
1672	0.2801477743
1673	0.2801167766
1674	0.2800891408
1675	0.280063977
1676	0.2800275997
1677	0.280015348
1678	0.279986327
1679	0.2799563113
1680	0.2799344432
1681	0.2799093356
1682	0.2798865718
1683	0.279858058
1684	0.2798268387
1685	0.2797963555
1686	0.2797669269
1687	0.2797409571
1688	0.2797039137
1689	0.2796689426
1690	0.2796425291
1691	0.2796158503
1692	0.2795919361
1693	0.2795819316
1694	0.2795592573
1695	0.2795306784
1696	0.2795043917
1697	0.2794871885
1698	0.2794472726
1699	0.2794237999
1700	0.2793933312
1701	0.2793655228
1702	0.2793288574
1703	0.2792978467
1704	0.2792720943
1705	0.279248729
1706	0.2792315702
1707	0.2792078696
1708	0.2791744515
1709	0.2791502638
1710	0.2791329602
1711	0.2791058015
1712	0.279084833
1713	0.2790633333
1714	0.2790406403
1715	0.2790208193
1716	0.2789928492
1717	0.2789746146
1718	0.2789573552
1719	0.2789372634
1720	0.2789082084
1721	0.2788810368
1722	0.2788673483
1723	0.2788456998
1724	0.2788089072
1725	0.2787831538
1726	0.2787642094
1727	0.2787451047
1728	0.2787187727
1729	0.278692038
1730	0.2786579522
1731	0.2786469337
1732	0.2786202618
1733	0.2785958612
1734	0.2785689983
1735	0.2785502307
1736	0.2785220157
1737	0.2785015649
1738	0.2784841254
1739	0.2784568309
1740	0.2784390995
1741	0.2784166315
1742	0.2783820732
1743	0.2783593515
1744	0.2783297751
1745	0.2783016641
1746	0.2782628189
1747	0.2782410108
1748	0.2782233558
1749	0.2782093818
1750	0.2781839421
1751	0.2781486484
1752	0.2781212799
1753	0.2780968448
1754	0.2780631021
1755	0.2780356293
1756	0.2779989061
1757	0.2779645557
1758	0.2779418408
1759	0.277920731
1760	0.2779019004
1761	0.2778702988
1762	0.2778464364
1763	0.2778227798
1764	0.2777966274
1765	0.2777632356
1766	0.2777390883
1767	0.2777096461
1768	0.2776786368
1769	0.2776620512
1770	0.2776463956
1771	0.2776214583
1772	0.2776029258
1773	0.2775647429
1774	0.2775480239
1775	0.2775249987
1776	0.2775117002
1777	0.2774902239
1778	0.2774555109
1779	0.2774312332
1780	0.2774049222
1781	0.2773763954
1782	0.277354692
1783	0.2773296362
1784	0.2773059674
1785	0.2772837976
1786	0.2772628921
1787	0.2772354274
1788	0.2772116705
1789	0.2771861556
1790	0.277158806
1791	0.2771297193
1792	0.2770973186
1793	0.2770813711
1794	0.2770811006
1795	0.2770621566
1796	0.277032803
1797	0.2770048676
1798	0.2769830168
1799	0.2769561856
1800	0.2769260342
1801	0.2768963529
1802	0.2768643867
1803	0.2768466327
1804	0.2768258583
1805	0.2767956744
1806	0.2767723318
1807	0.2767549507
1808	0.2767157799
1809	0.2766920836
1810	0.2766658788
1811	0.276643709
1812	0.2766096998
1813	0.276576994
1814	0.2765453676
1815	0.2765236657
1816	0.2765009253
1817	0.2764704978
1818	0.2764464892
1819	0.2764209174
1820	0.276406082
1821	0.2763765848
1822	0.2763461551
1823	0.276324554
1824	0.27629787
1825	0.2762649874
1826	0.2762396732
1827	0.2762049727
1828	0.2761948096
1829	0.2761792669
1830	0.2761550856
1831	0.2761204835
1832	0.2760995991
1833	0.276066869
1834	0.2760288292
1835	0.2760024911
1836	0.275973105
1837	0.2759380309
1838	0.2759069025
1839	0.2758761568
1840	0.2758634781
1841	0.2758261955
1842	0.2757991575
1843	0.2757673214
1844	0.2757342747
1845	0.2757046809
1846	0.2756850466
1847	0.2756617132
1848	0.2756490385
1849	0.2756187171
1850	0.2755913153
1851	0.275553769
1852	0.2755265516
1853	0.2755016755
1854	0.275475313
1855	0.2754431625
1856	0.2754212676
1857	0.2753908035
1858	0.2753761394
1859	0.2753527712
1860	0.27531745
1861	0.2753114395
1862	0.2752907325
1863	0.2752694922
1864	0.2752457495
1865	0.2752123212
1866	0.2751996309
1867	0.2751761405
1868	0.2751548045
1869	0.2751376256
1870	0.275120684
1871	0.2750920516
1872	0.2750786965
1873	0.2750565783
1874	0.2750235703
1875	0.2750010305
1876	0.2749714346
1877	0.2749368474
1878	0.2749084439
1879	0.2748768938
1880	0.2748456958
1881	0.2748269956
1882	0.2748010188
1883	0.2747675961
1884	0.274735743
1885	0.2747040517
1886	0.2746891196
1887	0.2746678397
1888	0.2746420981
1889	0.2746119943
1890	0.274584706
1891	0.2745607026
1892	0.2745520988
1893	0.274530512
1894	0.2745114857
1895	0.2744899618
1896	0.2744652089
1897	0.274432907
1898	0.2744030587
1899	0.2743782228
1900	0.2743559144
1901	0.2743379393
1902	0.2743060241
1903	0.274277328
1904	0.2742539732
1905	0.2742278085
1906	0.2742013404
1907	0.2741636932
1908	0.274128714
1909	0.2740946075
1910	0.2740747623
1911	0.2740571229
1912	0.2740468676
1913	0.2740083624
1914	0.2739936847
1915	0.2739702768
1916	0.2739384341
1917	0.2739121242
1918	0.27388529
1919	0.2738461598
1920	0.2738210574
1921	0.2737989171
1922	0.2737599174
1923	0.2737289234
1924	0.2737020622
1925	0.2736794127
1926	0.2736536812
1927	0.2736310886
1928	0.273596875
1929	0.2735803997
1930	0.2735594323
1931	0.2735340394
1932	0.273505079
1933	0.2734733701
1934	0.2734530728
1935	0.2734250265
1936	0.2733938121
1937	0.2733716703
1938	0.2733447838
1939	0.2733102897
1940	0.2732873491
1941	0.2732698227
1942	0.2732471051
1943	0.2732178398
1944	0.2731983627
1945	0.2731773544
1946	0.2731594754
1947	0.2731407454
1948	0.2731118006
1949	0.2730815741
1950	0.2730597142
1951	0.2730329082
1952	0.2730021598
1953	0.2729859166
1954	0.2729574194
1955	0.2729286317
1956	0.2729013882
1957	0.2728689635
1958	0.2728357448
1959	0.2728037531
1960	0.2727759501
1961	0.2727611913
1962	0.2727319303
1963	0.2727178029
1964	0.2726875412
1965	0.2726633375
1966	0.2726389934
1967	0.2726108383
1968	0.2725811533
1969	0.272553163
1970	0.2725280832
1971	0.2724963965
1972	0.2724776516
1973	0.2724552026
1974	0.2724311506
1975	0.2724084057
1976	0.2723897313
1977	0.2723626754
1978	0.2723441827
1979	0.2723167138
1980	0.2722893487
1981	0.2722657929
1982	0.2722438272
1983	0.2722198679
1984	0.2722012435
1985	0.2721755143
1986	0.2721571939
1987	0.2721360831
1988	0.2721125736
1989	0.2720817811
1990	0.2720635947
1991	0.2720417456
1992	0.2720234225
1993	0.2719923067
1994	0.2719649573
1995	0.2719421504
1996	0.271928888
1997	0.2719063903
1998	0.2718785472
1999	0.2718645433
